Platform,Date,Customer_ID,Message_Content,Sentiment_Score,Keywords,Sentiment_Category,Is_Launch_Period
WhatsApp,2025-07-25,fb7f0488-4fa0-435f-9189-605b46caa0eb,Eight activity company put trip so I time.,-0.25,customer service,Negative,Pre-Launch
WhatsApp,2025-07-20,16dd9e01-4b06-4325-b773-d8e78bc8e40b,Soldier pay assume deal wear fact wrong pick term.,-0.47,application status,Negative,Pre-Launch
Website,2025-08-05,a03ac6b8-6e17-42b0-82da-5aa222102e32,Act lay by wall bar result type certain memory million foot learn smile.,-0.44,account balance,Negative,Post-Launch
Facebook,2025-08-12,ceb87932-1ee3-4fdd-853b-724ec827f9ca,Attention five live Democrat person cost power cause information.,-0.4,account balance,Negative,Post-Launch
Instagram,2025-07-22,6e36236d-09ed-4877-9f91-0f1111eb76a7,Son into exactly girl prevent behavior over agree arrive ready subject authority.,-0.42,account balance,Negative,Pre-Launch
Facebook,2025-08-07,ee849460-34d9-47b9-8fc4-9c3ee67d02dd,Reality indicate son central oil make citizen onto product simple last record.,-0.21,loan approval,Negative,Post-Launch
Facebook,2025-07-22,dbe137ca-bde8-422c-acb1-456e1a532632,Appear candidate affect sure television degree far energy.,-0.31,application status,Negative,Pre-Launch
Instagram,2025-07-31,37c17f41-f730-45ab-a5d7-8bcd351b8cdc,Town kid shake page body box throw me likely foreign stock budget point.,-0.71,application status,Negative,Pre-Launch
WhatsApp,2025-07-27,b015db82-5edf-49ef-b939-860432155da8,Pay positive week face many purpose inside.,-0.92,account balance,Negative,Pre-Launch
Website,2025-08-11,5f344477-9a9a-4f0d-9196-0babae0afb96,Generation four fill brother employee former blue treat.,-0.84,application status,Negative,Post-Launch
Website,2025-08-11,0bbdd4cd-8e47-4d5d-9939-b5cb2bda9cd8,Factor word return American sea similar soldier explain increase cut personal.,-0.57,payment issues,Negative,Post-Launch
Instagram,2025-08-04,efe5579c-b4ef-4597-afc3-ba0099e88e4e,Indeed who late somebody now human beautiful treat interesting account quite.,-0.46,customer service,Negative,Post-Launch
WhatsApp,2025-08-04,131a8b91-34c3-4c4a-bf84-42ce2481ad32,Bring line test law address last produce radio especially lot which scientist great could.,-0.46,customer service,Negative,Post-Launch
WhatsApp,2025-07-23,6ca4b231-5ae7-4f65-bb0b-bfa9eda333ba,Myself seem top Mrs experience half doctor century to free while they threat.,-0.78,account balance,Negative,Pre-Launch
Website,2025-08-04,95ace301-50eb-4b93-b370-340db236c15a,Forward impact any foreign unit support Democrat part occur send.,-0.52,interest rates,Negative,Post-Launch
Website,2025-07-16,859da315-f8c8-47e9-9c21-be25f40dc872,Arm with behavior concern good how your do black common close everybody.,-0.9,interest rates,Negative,Pre-Launch
Website,2025-07-30,d1a4d8e1-4435-4a93-b395-bc3106da7e4d,Laugh dream outside treat local tax specific data our.,-0.55,payment issues,Negative,Pre-Launch
Instagram,2025-07-29,92bc2b4b-a2c8-44fb-8967-9fa4e9db61b0,Later us remain deal best fact think top put before real especially future.,-0.53,payment issues,Negative,Pre-Launch
Website,2025-07-22,129cfe5d-db0c-4e1b-9b28-e0c968a2bdec,Choice young event center thank hand reduce sit.,-0.8,customer service,Negative,Pre-Launch
Instagram,2025-07-18,0d05aab3-150f-404b-8dc1-b8664934e07e,Last just politics anything growth staff fear.,-0.34,payment issues,Negative,Pre-Launch
WhatsApp,2025-07-28,4cc523be-d655-48fb-8ea0-7ed0cf31884c,Pay simple occur another standard clear agent.,-0.73,application status,Negative,Pre-Launch
WhatsApp,2025-08-08,ec2a6652-f476-44b9-a98b-0bb5fa224811,Hundred state Mrs enjoy and guy.,-0.68,loan approval,Negative,Post-Launch
Website,2025-07-26,ae83b00c-fbe4-47a3-a3e9-09c8718fd915,Idea apply participant sing actually tell senior million throw.,-0.43,account balance,Negative,Pre-Launch
Website,2025-08-02,1e76982d-86f6-4c61-8ec3-982ba7aa793c,Affect its personal article compare ground program day term.,-0.43,account balance,Negative,Post-Launch
WhatsApp,2025-07-28,7ac65298-043c-4a83-b4c3-3731956d8139,Stuff either tell building wife quality respond western tree paper anything population.,-0.88,loan approval,Negative,Pre-Launch
Website,2025-07-31,f156ea2a-91d8-418c-9d4f-24cb12bafc24,Nothing detail later sense night language road here quickly.,-0.54,application status,Negative,Pre-Launch
Instagram,2025-07-25,5be44e61-5ef0-4d77-8694-8ea865545286,Front large enough school not under five cost at or.,-0.93,interest rates,Negative,Pre-Launch
Instagram,2025-08-08,49c100a5-7642-44b7-b274-8760ea793434,Assume together hair crime gun and she lay value wrong still good.,-0.16,interest rates,Negative,Post-Launch
WhatsApp,2025-07-17,a494387d-dd81-4465-a1e7-bf1ff323a221,Break finally modern set number stuff road it.,-0.93,interest rates,Negative,Pre-Launch
Website,2025-07-25,f9c1814d-d253-4edd-a674-6af7549c54d4,Section white lawyer speech agency reality station activity level under throughout.,-0.63,interest rates,Negative,Pre-Launch
Facebook,2025-07-25,a29d3330-c296-4ac6-bbde-bbe6a7eef383,Explain believe movie wear move behavior.,-0.42,customer service,Negative,Pre-Launch
Instagram,2025-07-21,5a988c5a-c4bd-426f-b5b8-30fc2abd2f61,Reveal society modern take size speak learn over Congress increase media sometimes from.,-0.93,loan approval,Negative,Pre-Launch
WhatsApp,2025-08-06,5119c659-c731-4945-8996-2e43d415abf2,Team parent design view far rise fact safe main face learn point.,-0.4,account balance,Negative,Post-Launch
Facebook,2025-07-29,c46d46cf-a17a-43c4-9bd3-dc5f86acd8c8,Market senior guess reflect long benefit official little room.,-0.33,application status,Negative,Pre-Launch
Instagram,2025-08-10,76ec29d3-5c1e-44b1-9d39-04cd290429e3,Important many to international sometimes concern security card.,-0.73,loan approval,Negative,Post-Launch
Website,2025-07-28,fae83e0d-dbe7-4ba1-b863-c8dc52bc7026,Any thought stock cultural important such response left.,-0.45,loan approval,Negative,Pre-Launch
WhatsApp,2025-07-27,4492a858-4457-464b-98d6-078091910cd0,White environmental else level cup deep guy game be team these friend identify.,-0.34,customer service,Negative,Pre-Launch
Website,2025-07-19,70d2cc45-9611-4798-b868-b6bbf0b08b04,Person strong risk yes quality how fund sell.,-0.97,payment issues,Negative,Pre-Launch
WhatsApp,2025-07-27,b30cde65-1a13-42c6-b37c-a94e9030bc4b,Debate shoulder throw I nature floor make.,-0.33,customer service,Negative,Pre-Launch
Website,2025-08-11,9c656a11-35fc-4061-ad82-c888f3826509,Force then significant notice candidate education maybe stuff her news sell itself democratic.,-0.41,payment issues,Negative,Post-Launch
Facebook,2025-07-21,82369e1a-8a16-4c5d-b112-48f85069b08b,Congress tough together catch work these prepare sense enough finish give factor there.,-0.61,account balance,Negative,Pre-Launch
Instagram,2025-07-24,8dc27aad-07d9-4139-b0bb-6824ecf8bffb,Scene hundred cost tax simply strong nature.,-0.19,application status,Negative,Pre-Launch
Facebook,2025-07-26,7ae7929f-fbe8-47ae-971e-29f7eb4e660e,Vote wear see media both card total up learn sometimes particularly.,-0.14,interest rates,Negative,Pre-Launch
Website,2025-08-11,3ebe0be0-0b7a-4512-a379-320f57a1c2b8,Inside be should right increase scene also north fish.,-0.34,loan approval,Negative,Post-Launch
Facebook,2025-07-21,a8328e89-618f-4c3b-b48c-dd17e260c78c,Culture just maybe apply popular name with always.,-0.2,account balance,Negative,Pre-Launch
Facebook,2025-07-17,b2b979dc-ba69-4a69-96cc-f0af6fd91f74,Hit by training evening them seven voice in.,-0.81,application status,Negative,Pre-Launch
Facebook,2025-07-28,563aa995-bdd0-4a20-884e-eeed101371f3,Itself sing write you whom view before lawyer finally.,-0.99,customer service,Negative,Pre-Launch
Facebook,2025-07-18,2e3c054a-e6ca-4b15-b425-874341532f67,Check near woman century media own attention write whatever within whether quality.,-0.23,account balance,Negative,Pre-Launch
WhatsApp,2025-08-13,306f68ec-bb83-498c-9a6c-380b94c36dc8,Method line if mission cultural do south to trade Mrs none often near.,-0.11,loan approval,Negative,Post-Launch
Facebook,2025-07-16,90bf2413-b16a-4f69-9308-8950b5d39576,Court far career second color ago pretty.,-0.47,application status,Negative,Pre-Launch
WhatsApp,2025-08-12,f16f0210-9d50-4bce-95bd-27ac60b8edbc,Operation go thank itself environmental field north enter painting.,-0.34,loan approval,Negative,Post-Launch
Website,2025-07-20,e086cdbe-ad9d-4b63-8b14-e91ecd127c9d,Stop project particular blue treat herself once cold throw.,-0.48,interest rates,Negative,Pre-Launch
Instagram,2025-07-19,9b5d9304-2e4a-4ed4-b50b-da572d85b002,Look story data for grow despite.,-0.28,interest rates,Negative,Pre-Launch
Instagram,2025-08-06,cb1b843e-ddde-4bd2-81e5-bc9c3ec6c94c,American need question staff officer mission enter rather future sing safe skin allow.,-0.53,customer service,Negative,Post-Launch
Instagram,2025-08-03,5fa2511d-eb26-424d-a055-d1de3fec0ee5,Girl about actually democratic threat lot hundred thing speak box.,-0.68,application status,Negative,Post-Launch
Website,2025-08-01,ab0faf18-e7af-4fcf-8e8d-191defd006eb,Number never say adult owner professor skill most across.,-0.26,application status,Negative,Launch
WhatsApp,2025-07-23,b29606ab-800d-4535-ba06-80ae34391181,Animal former during your short fact policy.,-0.56,customer service,Negative,Pre-Launch
WhatsApp,2025-07-15,cbc98195-8179-4def-b0fa-68b037f04789,Third beat responsibility notice long head start much throughout.,-0.25,application status,Negative,Pre-Launch
Website,2025-07-26,74b6251c-7010-43d4-a4bd-520c8719a9a7,Skin rather role raise begin instead simple either six trouble yes entire.,-0.28,payment issues,Negative,Pre-Launch
Instagram,2025-08-04,675f4c7c-dd7d-4a6b-bd20-914a8a9c8915,Management seat sign position worker worry firm best clear value him threat field.,-0.78,account balance,Negative,Post-Launch
WhatsApp,2025-08-01,fb39204c-7ccd-437a-b00c-12b02afd0ecc,Prepare majority check interesting figure speech decision after guy.,-0.6,interest rates,Negative,Launch
Facebook,2025-08-12,24481a80-3c2f-4008-add5-d7e2281887e5,Necessary number drop break charge lawyer both spring.,-0.67,customer service,Negative,Post-Launch
WhatsApp,2025-07-21,0f49cbeb-ce11-4764-b609-09dc3e4aafb3,Cut surface discuss end cause employee think only.,-0.12,application status,Negative,Pre-Launch
Instagram,2025-07-26,1c3be81e-cd3f-442c-8930-671584b3a692,Professional discuss eight member water series wife know will let.,-0.11,payment issues,Negative,Pre-Launch
WhatsApp,2025-08-02,47415111-6963-45f1-abd5-bfdc103ef919,Gun size sense heart week expert tree themselves.,-0.89,application status,Negative,Post-Launch
Instagram,2025-07-29,ce008055-af60-4f29-b214-dd2256143aae,Successful agent rest necessary big challenge official simply plant glass star.,-0.74,payment issues,Negative,Pre-Launch
Instagram,2025-07-31,4bfe3cdf-ce3c-4e35-8906-8df5ec68d06d,Pay cause southern sort discussion data road last ever.,-0.17,interest rates,Negative,Pre-Launch
Facebook,2025-08-07,21d2d5e3-b88e-41ae-9cdd-c2820196a069,Drop marriage notice pressure everybody view political without reach discussion meeting.,-0.38,interest rates,Negative,Post-Launch
WhatsApp,2025-07-24,6445b4cb-b4e0-4055-86db-bebe6f6981c2,Necessary somebody detail offer news recently push growth fine enough tree easy.,-0.96,customer service,Negative,Pre-Launch
Website,2025-08-13,51b2678b-e01d-4a92-a40f-8cbf71d40eba,Rock candidate meeting difference hospital case account us.,-0.49,payment issues,Negative,Post-Launch
Facebook,2025-07-30,0d2767a9-e069-4669-8b4a-f8a047dc7e64,Trouble camera pass radio part traditional seven will political author million tend song.,-0.99,payment issues,Negative,Pre-Launch
WhatsApp,2025-07-25,763d02f5-613c-43de-9b13-b533b01c483c,Animal assume art kid also carry second our local become provide party.,-0.56,payment issues,Negative,Pre-Launch
Instagram,2025-07-30,c85af012-6cb6-497b-b433-c1607f8b4db2,Figure which final draw others upon surface responsibility degree.,-0.85,customer service,Negative,Pre-Launch
Facebook,2025-08-07,0c921193-bcf4-4e9e-bfb7-c6add973ad3a,Bed under perform few do not any girl south imagine seem.,-0.15,application status,Negative,Post-Launch
Website,2025-08-06,bc98e319-d17e-4c0b-859e-803f37646030,Store various old energy again foreign meet heart.,-0.88,application status,Negative,Post-Launch
WhatsApp,2025-07-19,d38dda3f-e106-4b8d-a4e9-65a98b3a6d55,Produce relationship their analysis assume film.,-0.43,account balance,Negative,Pre-Launch
WhatsApp,2025-07-19,634dda33-a74f-439e-bcf0-0ae8ef18356b,Body training spring section right after.,-0.64,loan approval,Negative,Pre-Launch
Instagram,2025-07-23,92b7a9fe-fb17-4157-8738-a3d00713927a,Wide under opportunity side project report their.,-0.73,customer service,Negative,Pre-Launch
WhatsApp,2025-07-19,633c50fe-8823-4eb5-b607-5cd4cd463d41,Ago remain per child federal man candidate soldier chair position.,-0.25,loan approval,Negative,Pre-Launch
Website,2025-08-07,b776b75d-f377-458d-a1ab-865e1756dd1a,Crime surface behavior else money child affect long number son family.,-0.1,loan approval,Negative,Post-Launch
Instagram,2025-08-12,ebd4a609-8721-4198-8410-2188cfcd8def,Event student give final response risk almost.,-0.25,interest rates,Negative,Post-Launch
Instagram,2025-08-05,62d123a5-ebb3-4be0-9c43-23d532730f45,Mr walk tough appear yourself total small yet respond teacher.,-0.84,customer service,Negative,Post-Launch
Facebook,2025-07-21,967cbf6e-6395-4357-b51e-58ed80d7167f,Look night for amount know seem once item Republican.,-0.73,account balance,Negative,Pre-Launch
Facebook,2025-08-09,23b41854-dc1a-4617-bed1-c367edc10de0,Against right party over bar take three individual agency arm management example.,-0.76,payment issues,Negative,Post-Launch
Facebook,2025-08-03,d234a0dc-49d0-4c4e-a465-8948996e5b38,Play quickly later gas sister feel key left turn cut pass world.,-0.21,customer service,Negative,Post-Launch
Website,2025-07-30,4d5ac3bc-d2ba-45da-bf2a-1122be436cb0,History democratic after argue anyone season happy area her lot local require five.,-0.75,account balance,Negative,Pre-Launch
Website,2025-08-02,9f777e72-edeb-4d32-8c72-ecb87f0c7a64,Computer success south type maybe key throw.,-0.15,customer service,Negative,Post-Launch
Facebook,2025-07-30,c4430ec4-b9b7-4ef0-9f55-c13c335ddd6c,Risk arm off actually as the.,-0.24,loan approval,Negative,Pre-Launch
WhatsApp,2025-08-06,ac5af2db-ec59-460d-ab5b-bce289b02066,If focus line wish my someone nature note.,-0.54,loan approval,Negative,Post-Launch
Facebook,2025-07-19,634b74a8-70f5-4672-b39f-b9ee05f20052,Level election member crime community line food door experience behind human against watch.,-0.69,payment issues,Negative,Pre-Launch
Website,2025-08-12,f9782144-c661-446f-a0d9-b9c1d2509f32,Medical this final never film voice commercial available.,-0.62,interest rates,Negative,Post-Launch
Facebook,2025-07-25,693332fc-0f57-4e60-b3fa-625e864e1226,Science stage chair laugh theory cover order before summer star father smile.,-0.94,payment issues,Negative,Pre-Launch
Website,2025-07-27,e4b4a373-7f54-4974-9de8-1ba6cd457493,Idea hand stay the number foot school well term write.,-0.52,loan approval,Negative,Pre-Launch
Facebook,2025-07-29,bd9a8395-49bd-414a-b716-0ddaab7f83ad,Sit tell trouble herself first catch forget others.,-0.87,application status,Negative,Pre-Launch
Instagram,2025-08-03,4e826fea-6c5b-46eb-a36c-c4ac6fc82853,Sit discover woman there huge surface painting season allow ask.,-0.11,payment issues,Negative,Post-Launch
Website,2025-07-19,ab5533e0-1e0b-46f4-96b6-154b9d56ff27,Upon idea people account writer set even wide south rock.,-0.51,interest rates,Negative,Pre-Launch
WhatsApp,2025-08-09,388435ef-fa89-4762-997f-a7f3f3a27c85,Investment voice middle security actually garden church social.,-0.91,loan approval,Negative,Post-Launch
Website,2025-07-19,f12e2449-4379-4395-9ded-0ad6f4da59be,Spring current final before property range safe peace production assume.,-0.12,interest rates,Negative,Pre-Launch
Website,2025-07-27,029ff059-f941-41db-a64f-f53620828db6,Either coach again teacher director sister already daughter use major.,-0.72,customer service,Negative,Pre-Launch
WhatsApp,2025-07-15,8cc6820f-fdee-4ac2-9273-85855b014542,Town some enter join might particular service record natural paper reason official.,-0.53,interest rates,Negative,Pre-Launch
Instagram,2025-08-12,b3f36ced-8218-4a1b-96be-206360e797a3,Trade ahead evening drop treatment group everyone else forward military bar tell speak.,-0.53,application status,Negative,Post-Launch
WhatsApp,2025-08-09,80095c65-a6ba-494d-945e-230632b7bf9a,Near agreement new sort camera them direction billion because such.,-0.17,account balance,Negative,Post-Launch
Facebook,2025-07-15,c2a1513d-da85-4d4d-b3f3-0f48cbea5b1f,Radio usually effect themselves ready yet see girl deal list find.,-0.45,application status,Negative,Pre-Launch
Facebook,2025-08-09,a63a5bf0-272c-4f9d-8484-2366ca47887e,About road suffer majority painting field maintain final plan water model above alone.,-0.65,loan approval,Negative,Post-Launch
