post_id,datetime,platform,country,language,topic,sentiment_polarity,sentiment_category,sentiment_intensity,emotion,engagement_likes,engagement_shares,engagement_comments,influencer_level,keywords,risk_flag
P02748,2025-03-24 19:00:30,Facebook,Botswana,Spanish,Mobile App,-0.71,Negative,High,Sadness,3240,1179,546,High,high interest,0
P02749,2025-07-06 13:37:14,Instagram,Botswana,Twi,Savings Product,0.62,Positive,Medium,Joy,1362,249,102,High,great rates,0
P02750,2025-02-17 00:59:51,Instagram,Colombia,Twi,Customer Support,0.27,Positive,Low,Anticipation,4893,94,160,Low,loan approved,0
P02751,2025-06-22 04:26:40,LinkedIn,Ghana,Spanish,Savings Product,-0.22,Negative,Low,Anticipation,1284,16,199,High,slow approval,0
P02752,2025-04-24 10:18:42,Instagram,South Africa,Swahili,Interest Rates,0.35,Positive,Medium,Anger,886,116,159,Low,fast process,0
P02753,2025-02-16 07:49:35,Twitter,Colombia,Spanish,Interest Rates,-0.48,Negative,Medium,Sadness,2258,982,694,Medium,slow approval,0
P02754,2025-04-25 14:46:29,Facebook,Colombia,Twi,Mobile App,-0.31,Negative,Low,Disgust,4382,332,135,Medium,slow approval,0
P02755,2025-05-28 23:38:09,Instagram,Colombia,Swahili,Mobile App,0.83,Positive,High,Anticipation,1785,1103,397,High,helpful staff,0
P02756,2025-07-10 16:23:17,TikTok,Tanzania,Swahili,Mobile App,-0.42,Negative,Medium,Surprise,4838,645,737,Low,fraud,0
P02757,2025-03-08 00:59:17,Facebook,Mexico,Swahili,Mobile App,-0.06,Negative,Low,Anticipation,3543,115,391,Medium,slow approval,0
P02758,2025-05-17 22:05:41,Instagram,Botswana,Swahili,Loan Application,0.78,Positive,High,Sadness,295,962,754,High,helpful staff,0
P02759,2025-03-30 01:03:02,Twitter,Botswana,English,Customer Support,0.42,Positive,Medium,Trust,2053,1192,105,Low,helpful staff,1
P02760,2025-04-04 08:57:13,LinkedIn,South Africa,Swahili,Mobile App,-0.88,Negative,High,Anticipation,2597,846,582,Medium,bad service,0
P02761,2025-02-20 22:08:27,LinkedIn,Zambia,English,Customer Support,-0.71,Negative,High,Fear,680,315,588,Medium,bad service,0
P02762,2025-02-16 13:08:53,Facebook,Colombia,Swahili,Repayment,-0.98,Negative,High,Anticipation,4890,809,53,High,bad service,0
P02763,2025-04-05 16:13:03,Twitter,Ghana,English,Loan Application,0.26,Positive,Low,Anger,4298,371,276,Low,helpful staff,1
P02764,2025-06-09 08:06:24,Twitter,Tanzania,Twi,Customer Support,-0.1,Negative,Low,Disgust,324,759,110,Low,fraud,0
P02765,2025-03-30 09:46:55,Twitter,Tanzania,Swahili,Customer Support,-0.73,Negative,High,Surprise,2291,876,223,Low,high interest,0
P02766,2025-04-01 12:22:27,Instagram,Botswana,Swahili,Mobile App,0.92,Positive,High,Anger,4422,976,74,Low,helpful staff,0
P02767,2025-04-28 14:07:05,LinkedIn,Botswana,Twi,Customer Support,0.06,Positive,Low,Disgust,986,155,505,High,loan approved,0
P02768,2025-05-29 00:25:13,Twitter,Tanzania,Swahili,Mobile App,-0.52,Negative,Medium,Joy,3118,613,13,Medium,fraud,0
P02769,2025-06-20 08:33:05,TikTok,Mexico,Twi,Mobile App,0.0,Neutral,Low,Joy,760,1036,769,Low,customer support,0
P02770,2025-04-24 17:50:41,Instagram,Colombia,English,Customer Support,0.36,Positive,Medium,Trust,3693,507,481,Medium,helpful staff,1
P02771,2025-03-05 08:37:15,TikTok,Ghana,English,Interest Rates,-0.85,Negative,High,Sadness,1036,464,188,Medium,slow approval,0
P02772,2025-06-14 22:32:13,TikTok,South Africa,Spanish,Loan Application,-0.45,Negative,Medium,Sadness,906,782,363,Low,bad service,1
P02773,2025-04-28 04:45:46,Facebook,Mexico,English,Interest Rates,0.61,Positive,Medium,Trust,364,803,238,Medium,fast process,1
P02774,2025-04-10 06:19:39,Instagram,South Africa,Twi,Mobile App,-0.08,Negative,Low,Anger,3413,219,400,High,bad service,0
P02775,2025-04-28 19:46:30,TikTok,Botswana,Spanish,Customer Support,0.09,Positive,Low,Joy,1069,14,303,Low,great rates,0
P02776,2025-02-09 05:23:21,Instagram,Zambia,Twi,Customer Support,-0.13,Negative,Low,Surprise,4369,116,90,Low,high interest,0
P02777,2025-06-22 03:12:02,Twitter,Zambia,English,Repayment,-0.91,Negative,High,Disgust,2255,330,391,Medium,bad service,0
P02778,2025-07-19 22:40:01,Facebook,Colombia,English,Repayment,-0.67,Negative,High,Joy,3686,55,183,High,fraud,0
P02779,2025-07-28 00:23:51,LinkedIn,Ghana,English,Interest Rates,-0.11,Negative,Low,Sadness,4219,1155,16,Low,high interest,0
P02780,2025-04-10 11:02:43,TikTok,Tanzania,Twi,Interest Rates,-0.58,Negative,Medium,Anticipation,3081,307,11,High,slow approval,0
P02781,2025-05-31 09:24:56,Facebook,Zambia,Swahili,Loan Application,-0.9,Negative,High,Joy,3258,221,165,Medium,fraud,0
P02782,2025-04-26 10:58:10,Facebook,Botswana,Spanish,Mobile App,0.69,Positive,High,Surprise,2107,1196,145,Low,helpful staff,0
P02783,2025-03-26 07:31:14,Facebook,South Africa,Twi,Repayment,0.96,Positive,High,Fear,2933,796,281,High,helpful staff,0
P02784,2025-06-05 04:08:34,Facebook,Tanzania,English,Repayment,0.59,Positive,Medium,Disgust,2829,1180,548,Low,excellent service,0
P02785,2025-07-04 16:33:14,Twitter,Colombia,Swahili,Customer Support,0.71,Positive,High,Anticipation,441,150,581,Medium,fast process,0
P02786,2025-02-12 03:18:28,Instagram,Zambia,Spanish,Customer Support,-0.52,Negative,Medium,Anticipation,1559,111,168,Low,slow approval,0
P02787,2025-02-15 13:43:01,LinkedIn,Colombia,Twi,Mobile App,0.92,Positive,High,Joy,1741,682,169,High,great rates,0
P02788,2025-06-11 07:56:37,LinkedIn,Zambia,English,Mobile App,-0.61,Negative,Medium,Disgust,625,1161,764,Low,slow approval,0
P02789,2025-06-04 19:01:25,Instagram,Zambia,Spanish,Repayment,0.9,Positive,High,Joy,3863,331,345,High,great rates,0
P02790,2025-04-20 21:04:36,LinkedIn,Colombia,English,Savings Product,0.99,Positive,High,Fear,1690,892,498,Low,loan approved,1
P02791,2025-04-12 13:09:09,Facebook,Tanzania,Swahili,Repayment,0.42,Positive,Medium,Fear,2781,160,459,High,great rates,0
P02792,2025-05-11 15:09:14,Twitter,South Africa,Spanish,Mobile App,0.96,Positive,High,Sadness,90,277,296,Medium,fast process,0
P02793,2025-07-06 13:22:40,Facebook,Colombia,Spanish,Customer Support,0.14,Positive,Low,Surprise,3006,896,141,Low,loan approved,0
P02794,2025-06-26 14:46:40,Facebook,Zambia,Twi,Savings Product,-0.48,Negative,Medium,Anticipation,4302,496,784,High,fraud,0
P02795,2025-06-12 22:16:58,Twitter,Colombia,English,Customer Support,-0.13,Negative,Low,Fear,1088,654,736,High,high interest,1
P02796,2025-03-04 01:35:31,TikTok,Colombia,Spanish,Loan Application,0.19,Positive,Low,Fear,4611,1059,694,High,loan approved,0
P02797,2025-02-07 01:07:32,LinkedIn,Botswana,Swahili,Loan Application,-0.85,Negative,High,Joy,1180,302,732,High,high interest,0
P02798,2025-02-28 17:24:01,Twitter,Zambia,Spanish,Mobile App,0.24,Positive,Low,Anticipation,1901,437,52,Low,fast process,0
P02799,2025-07-15 19:05:08,Instagram,Zambia,English,Savings Product,0.96,Positive,High,Sadness,4490,725,117,Low,excellent service,0
P02800,2025-05-29 23:29:41,Instagram,Botswana,English,Customer Support,-0.62,Negative,Medium,Sadness,186,1055,364,Medium,high interest,0
P02801,2025-06-12 16:07:23,Instagram,South Africa,Swahili,Interest Rates,0.59,Positive,Medium,Fear,1597,185,670,High,loan approved,0
P02802,2025-07-02 17:10:39,TikTok,Zambia,Spanish,Interest Rates,0.82,Positive,High,Joy,3408,1197,135,Low,fast process,0
P02803,2025-04-27 02:02:00,Twitter,Zambia,English,Customer Support,0.89,Positive,High,Anticipation,3747,672,413,Low,loan approved,0
P02804,2025-02-07 18:10:29,TikTok,Ghana,Twi,Repayment,0.92,Positive,High,Sadness,2670,1000,76,High,loan approved,0
P02805,2025-02-25 12:16:28,Instagram,Botswana,English,Loan Application,0.04,Neutral,Low,Anger,4825,278,556,Low,interest rate,0
P02806,2025-02-14 01:19:48,Facebook,South Africa,Spanish,Loan Application,0.95,Positive,High,Trust,239,682,17,Medium,excellent service,0
P02807,2025-03-18 19:49:05,Facebook,Ghana,Twi,Savings Product,0.51,Positive,Medium,Trust,2580,1025,402,Medium,helpful staff,0
P02808,2025-07-02 04:08:40,TikTok,Zambia,Spanish,Savings Product,-0.68,Negative,High,Trust,4236,1189,204,Medium,slow approval,0
P02809,2025-06-06 06:40:36,Instagram,Colombia,Swahili,Mobile App,-0.05,Neutral,Low,Anticipation,138,1010,498,Low,mobile app,0
P02810,2025-04-13 03:12:51,Instagram,Botswana,Spanish,Repayment,0.44,Positive,Medium,Anticipation,2506,924,323,Low,great rates,0
P02811,2025-04-12 07:44:38,Instagram,Ghana,Twi,Repayment,-0.51,Negative,Medium,Sadness,4165,1133,594,High,hidden fees,0
P02812,2025-04-16 08:13:50,Instagram,South Africa,Swahili,Loan Application,0.28,Positive,Low,Surprise,4480,379,561,Low,great rates,0
P02813,2025-05-22 03:33:05,Twitter,Colombia,English,Repayment,0.33,Positive,Medium,Anger,4725,834,280,High,fast process,0
P02814,2025-02-07 06:55:35,TikTok,Tanzania,Spanish,Repayment,-0.67,Negative,High,Joy,2245,998,165,Medium,hidden fees,0
P02815,2025-05-29 11:56:46,TikTok,Zambia,Spanish,Customer Support,0.13,Positive,Low,Sadness,4300,284,242,Medium,loan approved,0
P02816,2025-03-02 19:04:25,Twitter,Mexico,Spanish,Repayment,0.54,Positive,Medium,Anticipation,1749,420,478,Medium,fast process,0
P02817,2025-06-12 20:39:30,Facebook,South Africa,Twi,Mobile App,-0.0,Neutral,Low,Disgust,567,112,163,Low,mobile app,0
P02818,2025-04-29 08:47:28,TikTok,South Africa,Swahili,Mobile App,-0.98,Negative,High,Fear,4900,1017,323,Medium,fraud,1
P02819,2025-04-14 00:49:11,LinkedIn,Ghana,Twi,Mobile App,-0.98,Negative,High,Disgust,881,227,567,High,slow approval,0
P02820,2025-04-14 05:42:28,TikTok,Colombia,Spanish,Savings Product,-0.29,Negative,Low,Joy,639,527,550,Medium,slow approval,1
P02821,2025-04-28 04:54:25,TikTok,Ghana,Twi,Savings Product,0.85,Positive,High,Anticipation,3961,495,639,Low,great rates,0
P02822,2025-06-29 04:13:53,Facebook,Botswana,Swahili,Mobile App,-0.54,Negative,Medium,Sadness,4420,30,633,High,high interest,0
P02823,2025-02-15 22:18:43,Twitter,Ghana,English,Customer Support,0.27,Positive,Low,Fear,4537,161,758,High,loan approved,0
P02824,2025-05-23 10:40:09,Facebook,South Africa,Swahili,Mobile App,-0.56,Negative,Medium,Anticipation,4899,704,697,Low,hidden fees,0
P02825,2025-02-27 17:42:20,Facebook,Colombia,Swahili,Repayment,-0.36,Negative,Medium,Fear,2335,721,207,Low,hidden fees,0
P02826,2025-05-14 19:27:42,Twitter,Mexico,Swahili,Customer Support,0.7,Positive,High,Surprise,4321,445,314,High,excellent service,0
P02827,2025-04-13 06:06:38,LinkedIn,Zambia,Twi,Interest Rates,0.46,Positive,Medium,Trust,2985,743,303,Medium,loan approved,0
P02828,2025-04-19 06:58:23,Twitter,Zambia,Spanish,Loan Application,-0.81,Negative,High,Sadness,559,426,238,Low,fraud,0
P02829,2025-04-03 01:08:32,Facebook,South Africa,Swahili,Mobile App,-0.14,Negative,Low,Anticipation,713,503,726,Medium,high interest,0
P02830,2025-06-07 03:10:20,Twitter,South Africa,Twi,Loan Application,-0.94,Negative,High,Joy,4593,720,223,Low,hidden fees,0
P02831,2025-03-27 02:47:18,TikTok,South Africa,English,Loan Application,-0.04,Neutral,Low,Disgust,3988,683,87,High,loan application,0
P02832,2025-03-21 11:16:28,TikTok,Colombia,Swahili,Loan Application,0.32,Positive,Low,Disgust,256,581,536,High,loan approved,0
P02833,2025-02-23 00:42:31,LinkedIn,Mexico,English,Repayment,-0.76,Negative,High,Joy,576,1057,428,Medium,fraud,0
P02834,2025-02-06 00:45:53,LinkedIn,Mexico,Swahili,Customer Support,-0.42,Negative,Medium,Surprise,37,735,219,Medium,bad service,0
P02835,2025-06-23 20:29:36,Twitter,Colombia,Spanish,Savings Product,-0.2,Negative,Low,Trust,2072,690,274,Medium,hidden fees,0
P02836,2025-03-09 03:02:48,Twitter,Ghana,Spanish,Loan Application,0.84,Positive,High,Trust,4505,757,646,Medium,loan approved,0
P02837,2025-05-08 21:42:48,Twitter,Tanzania,English,Loan Application,0.99,Positive,High,Anger,460,753,744,High,great rates,0
P02838,2025-05-12 12:52:04,Instagram,Botswana,English,Customer Support,-0.91,Negative,High,Sadness,1440,23,65,Low,bad service,0
P02839,2025-04-17 03:29:30,Facebook,South Africa,English,Interest Rates,0.52,Positive,Medium,Joy,4478,54,591,Low,fast process,0
P02840,2025-07-28 09:24:59,Facebook,Ghana,Spanish,Customer Support,-0.26,Negative,Low,Surprise,1832,1049,422,High,fraud,0
P02841,2025-05-21 01:35:04,LinkedIn,Mexico,Swahili,Interest Rates,-0.22,Negative,Low,Anticipation,4664,803,254,High,high interest,0
P02842,2025-02-23 20:48:21,TikTok,South Africa,English,Interest Rates,0.51,Positive,Medium,Anger,3399,326,124,High,fast process,0
P02843,2025-03-23 19:58:03,TikTok,Colombia,Spanish,Savings Product,0.84,Positive,High,Anticipation,432,969,145,Medium,loan approved,0
P02844,2025-07-01 11:35:46,TikTok,Zambia,Twi,Mobile App,0.9,Positive,High,Sadness,4151,185,614,High,excellent service,1
P02845,2025-03-23 13:02:17,TikTok,Mexico,Spanish,Loan Application,0.15,Positive,Low,Joy,1751,494,384,Low,excellent service,0
P02846,2025-06-17 17:03:14,Facebook,Botswana,Twi,Loan Application,-0.29,Negative,Low,Anticipation,2047,1035,446,Medium,fraud,0
P02847,2025-04-28 15:47:00,Instagram,Colombia,Swahili,Interest Rates,0.58,Positive,Medium,Anticipation,4997,433,386,Medium,loan approved,0
P02848,2025-03-14 15:58:14,TikTok,Tanzania,Twi,Loan Application,-0.5,Negative,Medium,Fear,2840,207,382,Medium,slow approval,0
P02849,2025-05-30 19:33:15,LinkedIn,Ghana,Twi,Loan Application,0.13,Positive,Low,Trust,256,132,276,Low,excellent service,0
P02850,2025-03-28 10:53:04,Twitter,Colombia,Twi,Mobile App,-0.28,Negative,Low,Joy,671,368,381,High,fraud,0
P02851,2025-06-15 18:11:03,Twitter,Tanzania,Twi,Interest Rates,0.31,Positive,Low,Anger,489,1126,123,High,fast process,0
P02852,2025-07-28 23:06:04,LinkedIn,Botswana,English,Interest Rates,-0.52,Negative,Medium,Anticipation,3714,422,266,Medium,hidden fees,0
P02853,2025-05-07 09:09:31,LinkedIn,Mexico,English,Mobile App,-0.62,Negative,Medium,Trust,2096,1032,789,Low,high interest,0
P02854,2025-03-11 20:53:55,LinkedIn,Colombia,Swahili,Mobile App,0.84,Positive,High,Joy,1682,243,110,Medium,excellent service,0
P02855,2025-02-24 19:31:54,Instagram,Mexico,Spanish,Savings Product,-0.8,Negative,High,Sadness,4411,781,380,Medium,high interest,0
P02856,2025-02-27 08:32:24,Twitter,Colombia,English,Mobile App,0.01,Neutral,Low,Fear,2460,623,600,Medium,customer support,0
P02857,2025-07-16 14:27:30,Instagram,Colombia,Swahili,Interest Rates,-0.56,Negative,Medium,Trust,4529,566,157,Low,bad service,0
P02858,2025-02-15 09:06:27,TikTok,Colombia,Spanish,Repayment,-0.92,Negative,High,Anger,3912,526,727,High,slow approval,0
P02859,2025-04-29 18:40:17,Twitter,Ghana,Spanish,Repayment,-0.93,Negative,High,Trust,1975,36,547,High,fraud,0
P02860,2025-03-06 12:38:13,LinkedIn,Botswana,English,Loan Application,-0.65,Negative,Medium,Sadness,3216,177,598,High,bad service,0
P02861,2025-07-25 12:08:52,Instagram,South Africa,Swahili,Repayment,0.73,Positive,High,Anger,1389,638,117,High,loan approved,0
P02862,2025-06-19 12:32:40,Facebook,Botswana,Swahili,Interest Rates,-0.44,Negative,Medium,Trust,4515,851,327,Low,fraud,0
P02863,2025-04-28 10:22:06,Twitter,Zambia,English,Interest Rates,0.9,Positive,High,Anticipation,3856,71,693,Low,fast process,0
P02864,2025-02-18 01:08:04,LinkedIn,South Africa,English,Customer Support,0.16,Positive,Low,Disgust,1584,351,67,Medium,fast process,0
P02865,2025-07-08 09:15:55,LinkedIn,Ghana,Spanish,Mobile App,-0.13,Negative,Low,Fear,4939,622,433,Low,bad service,0
P02866,2025-06-13 10:01:14,TikTok,South Africa,English,Loan Application,0.16,Positive,Low,Fear,2963,1172,358,Medium,loan approved,0
P02867,2025-07-15 04:24:52,Instagram,Ghana,Swahili,Customer Support,0.03,Neutral,Low,Sadness,4529,104,670,Medium,repayment,0
P02868,2025-04-04 01:23:13,TikTok,Ghana,Spanish,Mobile App,0.52,Positive,Medium,Anger,976,220,796,High,great rates,0
P02869,2025-06-10 16:21:32,Facebook,Mexico,English,Repayment,-0.44,Negative,Medium,Sadness,3364,862,442,Low,fraud,0
P02870,2025-04-09 11:07:09,Facebook,Zambia,English,Savings Product,-0.29,Negative,Low,Joy,45,517,163,Medium,hidden fees,0
P02871,2025-06-18 18:41:54,TikTok,Zambia,Spanish,Mobile App,0.79,Positive,High,Anticipation,1193,298,360,Medium,excellent service,0
P02872,2025-02-13 14:38:16,Twitter,Ghana,Swahili,Customer Support,0.89,Positive,High,Surprise,3342,860,584,Low,fast process,0
P02873,2025-05-18 19:10:20,Twitter,Ghana,Twi,Repayment,0.79,Positive,High,Surprise,4512,41,118,High,loan approved,0
P02874,2025-05-17 06:42:06,TikTok,Colombia,Swahili,Savings Product,-0.16,Negative,Low,Trust,4943,770,194,High,slow approval,0
P02875,2025-03-29 09:11:10,TikTok,Colombia,Spanish,Mobile App,0.56,Positive,Medium,Anticipation,246,896,600,High,excellent service,0
P02876,2025-07-24 01:54:24,Twitter,Ghana,Swahili,Loan Application,-0.05,Neutral,Low,Surprise,3219,491,587,Low,loan application,0
P02877,2025-03-31 05:53:57,Instagram,Colombia,English,Repayment,-0.0,Neutral,Low,Trust,4325,1070,732,High,mobile app,0
P02878,2025-07-16 07:38:05,TikTok,Mexico,Spanish,Savings Product,-0.59,Negative,Medium,Joy,791,84,650,Low,slow approval,0
P02879,2025-03-03 14:01:39,LinkedIn,Mexico,Spanish,Loan Application,0.18,Positive,Low,Fear,636,1081,240,Medium,loan approved,0
P02880,2025-06-19 05:16:15,Instagram,Ghana,Twi,Repayment,-0.63,Negative,Medium,Fear,3775,990,508,Low,fraud,1
P02881,2025-06-18 18:48:24,TikTok,Botswana,English,Loan Application,-0.34,Negative,Medium,Anger,2421,710,665,High,fraud,0
P02882,2025-07-31 01:38:42,LinkedIn,Colombia,English,Repayment,0.71,Positive,High,Fear,4833,208,564,Low,great rates,0
P02883,2025-06-16 23:15:29,LinkedIn,Tanzania,Spanish,Interest Rates,-0.59,Negative,Medium,Disgust,1088,38,141,Low,slow approval,0
P02884,2025-06-04 19:53:51,TikTok,South Africa,Twi,Customer Support,-0.86,Negative,High,Surprise,4183,925,30,High,bad service,1
P02885,2025-03-06 19:19:22,TikTok,Colombia,Twi,Repayment,-0.86,Negative,High,Joy,3159,761,222,Low,slow approval,0
P02886,2025-07-05 02:53:35,TikTok,Mexico,Spanish,Savings Product,0.88,Positive,High,Anger,712,945,265,Medium,helpful staff,0
P02887,2025-04-12 04:40:32,LinkedIn,Mexico,Twi,Mobile App,0.01,Neutral,Low,Surprise,4696,51,281,Medium,interest rate,1
P02888,2025-05-10 18:58:25,Facebook,Tanzania,Swahili,Customer Support,-0.18,Negative,Low,Disgust,3644,373,787,Medium,high interest,0
P02889,2025-03-16 13:02:30,TikTok,Botswana,Spanish,Repayment,0.62,Positive,Medium,Anticipation,3890,930,380,High,great rates,0
P02890,2025-02-24 13:35:24,TikTok,Ghana,English,Mobile App,0.67,Positive,High,Sadness,2586,155,555,Medium,helpful staff,0
P02891,2025-03-12 00:38:11,Instagram,Tanzania,Swahili,Customer Support,-0.34,Negative,Medium,Joy,4309,1113,61,Low,hidden fees,0
P02892,2025-07-04 19:17:36,TikTok,Tanzania,Swahili,Savings Product,0.39,Positive,Medium,Anticipation,2108,678,712,High,fast process,0
P02893,2025-02-27 23:12:47,Instagram,South Africa,Spanish,Interest Rates,0.54,Positive,Medium,Trust,4793,350,520,High,helpful staff,0
P02894,2025-03-18 23:16:14,Instagram,Mexico,Twi,Savings Product,0.31,Positive,Low,Anger,3614,68,70,High,excellent service,0
P02895,2025-07-04 11:24:19,Facebook,Botswana,English,Mobile App,-0.7,Negative,High,Disgust,1242,1186,601,Low,high interest,0
P02896,2025-05-07 22:18:32,TikTok,Tanzania,Spanish,Interest Rates,0.75,Positive,High,Sadness,2059,1075,535,Low,great rates,0
P02897,2025-02-06 02:29:32,Facebook,Botswana,Spanish,Loan Application,0.08,Positive,Low,Fear,3486,653,139,High,loan approved,0
P02898,2025-04-12 01:53:58,LinkedIn,Ghana,Spanish,Mobile App,-0.44,Negative,Medium,Joy,4332,62,315,Low,slow approval,0
P02899,2025-05-19 13:55:37,Facebook,Colombia,Twi,Interest Rates,-0.15,Negative,Low,Disgust,3810,508,339,Low,hidden fees,0
P02900,2025-05-23 03:00:21,Twitter,Ghana,Swahili,Customer Support,-0.92,Negative,High,Surprise,3900,291,589,Medium,bad service,0
P02901,2025-04-13 15:15:02,Twitter,South Africa,English,Savings Product,-0.74,Negative,High,Trust,2605,1114,725,Medium,slow approval,0
P02902,2025-05-02 18:16:08,Twitter,Botswana,Swahili,Repayment,0.53,Positive,Medium,Surprise,4742,820,527,High,excellent service,0
P02903,2025-07-07 01:20:06,Instagram,Botswana,English,Customer Support,-1.0,Negative,High,Fear,3034,149,540,Medium,high interest,0
P02904,2025-05-19 02:51:39,Twitter,Mexico,Spanish,Customer Support,-0.17,Negative,Low,Surprise,4568,880,415,Medium,high interest,0
P02905,2025-02-26 04:46:39,Facebook,Botswana,Twi,Interest Rates,0.05,Neutral,Low,Fear,4207,1139,466,High,interest rate,0
P02906,2025-05-30 19:53:09,TikTok,Botswana,Spanish,Repayment,-0.89,Negative,High,Joy,4051,703,374,High,high interest,0
P02907,2025-07-22 16:53:13,Instagram,Botswana,Spanish,Customer Support,0.95,Positive,High,Trust,3363,515,290,Medium,excellent service,1
P02908,2025-02-17 17:47:35,Instagram,Ghana,Twi,Repayment,-0.55,Negative,Medium,Anger,4021,29,42,High,fraud,0
P02909,2025-02-13 18:24:30,Twitter,Botswana,English,Loan Application,-0.39,Negative,Medium,Sadness,1845,1166,52,Low,slow approval,0
P02910,2025-04-02 01:23:57,LinkedIn,Mexico,English,Savings Product,-0.39,Negative,Medium,Anger,382,325,787,Low,slow approval,0
P02911,2025-04-19 07:33:35,LinkedIn,Colombia,English,Interest Rates,-0.54,Negative,Medium,Anticipation,4112,948,231,High,bad service,0
P02912,2025-06-20 05:09:09,TikTok,Botswana,Swahili,Savings Product,-1.0,Negative,High,Sadness,4588,15,211,Medium,hidden fees,0
P02913,2025-06-20 14:10:31,Facebook,Botswana,English,Repayment,0.46,Positive,Medium,Joy,3810,110,7,Low,helpful staff,0
P02914,2025-05-04 22:44:27,Twitter,Zambia,Spanish,Interest Rates,0.93,Positive,High,Anticipation,1896,871,633,Low,helpful staff,0
P02915,2025-05-14 01:55:09,Facebook,Colombia,Twi,Customer Support,-0.55,Negative,Medium,Anticipation,1509,712,482,High,fraud,0
P02916,2025-04-21 18:26:38,LinkedIn,Colombia,Twi,Customer Support,0.33,Positive,Medium,Surprise,4212,106,41,Medium,fast process,0
P02917,2025-06-30 08:33:59,LinkedIn,Ghana,English,Customer Support,0.48,Positive,Medium,Fear,1578,378,332,Low,fast process,0
P02918,2025-04-21 12:05:54,Twitter,Tanzania,Spanish,Customer Support,0.7,Positive,High,Anger,879,161,232,High,helpful staff,0
P02919,2025-07-10 21:02:22,LinkedIn,Zambia,English,Loan Application,-0.15,Negative,Low,Disgust,2162,282,69,Medium,bad service,0
P02920,2025-05-23 15:13:50,LinkedIn,Ghana,Spanish,Loan Application,-0.39,Negative,Medium,Joy,1572,268,15,Low,hidden fees,0
P02921,2025-02-15 07:42:11,TikTok,Mexico,English,Savings Product,-0.35,Negative,Medium,Anger,1648,483,68,Low,fraud,0
P02922,2025-02-25 08:03:54,TikTok,Zambia,Swahili,Mobile App,0.43,Positive,Medium,Anticipation,4739,666,52,High,excellent service,0
P02923,2025-04-03 13:27:21,LinkedIn,Tanzania,English,Customer Support,0.63,Positive,Medium,Surprise,1359,1096,684,High,helpful staff,0
P02924,2025-06-05 17:30:53,Twitter,Tanzania,English,Customer Support,-0.64,Negative,Medium,Trust,4431,597,773,Low,slow approval,0
P02925,2025-02-15 09:38:02,Twitter,South Africa,Swahili,Savings Product,-0.26,Negative,Low,Anger,2969,798,378,High,hidden fees,0
P02926,2025-04-29 09:01:59,LinkedIn,Colombia,English,Customer Support,0.8,Positive,High,Disgust,3960,797,462,High,fast process,0
P02927,2025-05-02 10:56:24,LinkedIn,Ghana,Spanish,Customer Support,0.61,Positive,Medium,Joy,3811,1172,526,Low,helpful staff,0
P02928,2025-06-13 01:32:15,Instagram,South Africa,English,Savings Product,0.97,Positive,High,Fear,4242,389,781,High,excellent service,0
P02929,2025-05-12 11:04:20,TikTok,Mexico,English,Mobile App,0.51,Positive,Medium,Sadness,4217,415,678,Low,loan approved,0
P02930,2025-04-08 21:33:18,TikTok,South Africa,English,Customer Support,-0.21,Negative,Low,Joy,80,425,62,Medium,bad service,0
P02931,2025-02-25 22:04:57,Twitter,Colombia,Swahili,Savings Product,0.18,Positive,Low,Anger,2732,996,260,Low,fast process,0
P02932,2025-07-21 11:35:27,Facebook,South Africa,Swahili,Repayment,0.32,Positive,Low,Sadness,2709,866,499,Medium,helpful staff,0
P02933,2025-07-11 23:40:13,Facebook,Botswana,Twi,Repayment,-0.84,Negative,High,Joy,2422,85,120,High,slow approval,0
P02934,2025-07-02 12:17:19,LinkedIn,Colombia,Swahili,Loan Application,0.09,Positive,Low,Trust,3641,422,239,High,loan approved,0
P02935,2025-05-19 01:15:36,LinkedIn,Tanzania,Swahili,Loan Application,0.42,Positive,Medium,Anticipation,4599,117,464,Low,loan approved,0
P02936,2025-06-05 05:39:20,Instagram,South Africa,Spanish,Repayment,-0.67,Negative,High,Surprise,667,958,106,Medium,bad service,0
P02937,2025-05-26 03:16:52,Instagram,Mexico,Swahili,Repayment,0.56,Positive,Medium,Joy,2496,881,179,Low,helpful staff,0
P02938,2025-03-08 08:00:34,Twitter,Botswana,Twi,Repayment,0.17,Positive,Low,Sadness,3499,991,15,Medium,fast process,0
P02939,2025-06-30 02:07:18,Facebook,South Africa,Twi,Savings Product,0.9,Positive,High,Joy,3498,414,354,Medium,helpful staff,0
P02940,2025-02-26 01:20:13,Instagram,Mexico,Swahili,Mobile App,-0.92,Negative,High,Fear,1444,598,308,High,hidden fees,0
P02941,2025-04-26 00:08:50,Facebook,Mexico,Swahili,Customer Support,-0.47,Negative,Medium,Joy,1345,39,726,Low,bad service,0
P02942,2025-05-09 15:30:54,Instagram,Zambia,Spanish,Interest Rates,0.2,Positive,Low,Joy,1189,1184,588,High,excellent service,0
P02943,2025-07-27 20:13:36,TikTok,Mexico,Swahili,Interest Rates,-0.41,Negative,Medium,Anger,458,702,736,High,bad service,0
P02944,2025-07-19 14:09:34,LinkedIn,Ghana,Twi,Savings Product,0.43,Positive,Medium,Sadness,1212,536,604,Low,fast process,0
P02945,2025-02-11 18:14:33,Instagram,Zambia,Spanish,Savings Product,0.52,Positive,Medium,Trust,4559,419,180,Medium,helpful staff,0
